date,JPM,MSFT
09/05/1996,11.013214,4.515977
10/05/1996,11.300342,4.570685
13/05/1996,11.42339,4.719893
14/05/1996,11.464418,4.734814
15/05/1996,11.382376,4.680103
16/05/1996,11.402884,4.660209
17/05/1996,11.648992,4.655237
20/05/1996,11.648992,4.645291
21/05/1996,11.607973,4.580634
22/05/1996,11.936114,4.650263
23/05/1996,11.792553,4.71492
24/05/1996,11.751535,4.71492
28/05/1996,11.628482,4.665184
29/05/1996,11.50543,4.660209
30/05/1996,11.484919,4.704973
31/05/1996,11.484919,4.724864
03/06/1996,11.464418,4.709946
04/06/1996,11.607973,4.690052
05/06/1996,12.018152,4.809416
06/06/1996,11.977128,4.767141
07/06/1996,11.772041,4.824338
10/06/1996,11.83357,4.799469
11/06/1996,11.854078,4.85915
12/06/1996,11.874587,4.973544
13/06/1996,11.915601,4.958622
14/06/1996,11.874587,4.893965
17/06/1996,11.854078,4.958622
18/06/1996,11.792553,4.869099
19/06/1996,11.648992,4.844229
20/06/1996,11.402884,4.844229
21/06/1996,11.074744,4.928782
24/06/1996,11.279835,4.938729
25/06/1996,11.50543,4.854178
26/06/1996,11.484919,4.794497
27/06/1996,11.525935,4.772114
28/06/1996,11.587461,4.779576
01/07/1996,11.710518,4.866611
02/07/1996,11.761779,4.839258
03/07/1996,11.803123,4.819365
05/07/1996,11.369037,4.709946
08/07/1996,11.120984,4.787035
09/07/1996,11.224334,4.774601
10/07/1996,11.348366,4.754706
11/07/1996,11.203664,4.555767
12/07/1996,11.245006,4.471215
15/07/1996,10.893599,4.401587
16/07/1996,11.038295,4.59058
17/07/1996,11.203664,4.660209
18/07/1996,11.493058,4.769628
19/07/1996,11.369037,4.813768
22/07/1996,11.245006,4.764653
23/07/1996,11.079636,4.46127
24/07/1996,11.058969,4.565713
25/07/1996,11.307018,4.71492
26/07/1996,11.431039,4.739787
29/07/1996,11.224334,4.650263
30/07/1996,11.369037,4.719893
31/07/1996,11.493058,4.690052
01/08/1996,11.761779,4.799469
02/08/1996,12.237211,4.908888
05/08/1996,12.092518,4.844229
06/08/1996,12.051173,4.933755
07/08/1996,12.009826,4.963596
08/08/1996,11.968488,4.983492
09/08/1996,12.071845,4.95365
12/08/1996,12.19587,4.983492
13/08/1996,12.340565,4.913861
14/08/1996,12.402578,4.968571
15/08/1996,12.464589,4.978518
16/08/1996,12.609291,4.943703
19/08/1996,12.712642,4.913861
20/08/1996,12.85734,4.908888
21/08/1996,12.898683,4.913861
22/08/1996,13.126066,4.973544
23/08/1996,12.919356,4.903914
26/08/1996,12.836672,4.888995
27/08/1996,12.836672,4.963596
28/08/1996,12.753988,4.99841
29/08/1996,12.547278,4.938729
30/08/1996,12.299228,4.874072
03/09/1996,12.423254,4.908888
04/09/1996,12.340565,4.908888
05/09/1996,12.216538,4.834283
06/09/1996,12.443917,4.874072
09/09/1996,12.443917,4.968571
10/09/1996,12.650638,4.948674
11/09/1996,12.878009,4.978518
12/09/1996,12.960694,5.117777
13/09/1996,13.126066,5.212273
16/09/1996,13.208747,5.232167
17/09/1996,12.919356,5.326663
18/09/1996,12.878009,5.431108
19/09/1996,12.795328,5.480844
20/09/1996,12.898683,5.495767
23/09/1996,13.105396,5.480844
24/09/1996,13.105396,5.44603
25/09/1996,13.208747,5.396295
26/09/1996,13.332774,5.252062
27/09/1996,13.332774,5.34656
30/09/1996,13.250085,5.247087
01/10/1996,13.415459,5.257034
02/10/1996,13.446259,5.36148
03/10/1996,13.46708,5.331636
04/10/1996,13.612784,5.426136
07/10/1996,13.633597,5.470898
08/10/1996,13.529519,5.386348
09/10/1996,13.404634,5.351532
10/10/1996,13.48789,5.321691
11/10/1996,13.571149,5.455978
14/10/1996,13.737668,5.436085
15/10/1996,13.737668,5.525607
16/10/1996,13.529519,5.49079
17/10/1996,13.633597,5.39132
18/10/1996,13.716848,5.36148
21/10/1996,13.820926,5.331636
22/10/1996,13.696038,5.271955
23/10/1996,13.779298,5.351532
24/10/1996,13.883375,5.436085
25/10/1996,13.924995,5.428622
28/10/1996,13.841737,5.436085
29/10/1996,14.070702,5.386348
30/10/1996,14.216405,5.421164
31/10/1996,14.27885,5.460951
01/11/1996,14.258033,5.465925
04/11/1996,14.403735,5.49079
05/11/1996,14.736769,5.630052
06/11/1996,14.820035,5.749416
07/11/1996,14.924098,5.709629
08/11/1996,14.944919,5.709629
11/11/1996,14.778397,5.714602
12/11/1996,14.611887,5.639997
13/11/1996,14.445367,5.769309
14/11/1996,14.778397,5.953333
15/11/1996,14.736769,5.928464
18/11/1996,14.903287,5.983172
19/11/1996,15.402838,6.202007
20/11/1996,15.361219,6.097566
21/11/1996,15.111435,5.983172
22/11/1996,15.236326,5.988147
25/11/1996,15.881578,6.107508
26/11/1996,15.673434,6.117459
27/11/1996,15.652617,6.187089
29/11/1996,15.735874,6.241797
02/12/1996,15.506916,6.276611
03/12/1996,15.153068,6.154761
04/12/1996,15.090618,6.097566
05/12/1996,14.799213,6.087621
06/12/1996,14.903287,6.082644
09/12/1996,14.96574,6.505395
10/12/1996,14.96574,6.515341
11/12/1996,14.757584,6.634705
12/12/1996,14.466182,6.445711
13/12/1996,14.237215,6.366134
16/12/1996,14.174771,6.107508
17/12/1996,14.591064,6.356193
18/12/1996,14.549435,6.575024
19/12/1996,15.111435,6.754072
20/12/1996,15.236326,6.654601
23/12/1996,15.257137,6.664546
24/12/1996,15.236326,6.754072
26/12/1996,15.402838,6.803807
27/12/1996,15.340385,6.704339
30/12/1996,15.277946,6.644651
31/12/1996,14.882479,6.575024
02/01/1997,14.745902,6.495448
03/01/1997,14.787804,6.734177
06/01/1997,14.641174,6.714283
07/01/1997,14.536449,6.764019
08/01/1997,14.683073,6.634705
09/01/1997,14.808743,6.55513
10/01/1997,14.70402,6.704339
13/01/1997,14.662123,6.664546
14/01/1997,15.018203,6.793859
15/01/1997,15.185767,6.734177
16/01/1997,15.227662,6.843596
17/01/1997,15.416181,6.93312
20/01/1997,15.562799,7.221584
21/01/1997,15.562799,7.559786
22/01/1997,15.47901,7.74878
23/01/1997,15.269555,7.539893
24/01/1997,14.934415,7.634389
27/01/1997,14.850639,7.649309
28/01/1997,14.829693,7.609519
29/01/1997,15.018203,7.738836
30/01/1997,15.374283,8.047191
31/01/1997,15.499969,8.116822
03/02/1997,15.709422,8.146667
04/02/1997,16.12833,8.206348
05/02/1997,15.918879,7.828358
06/02/1997,15.918879,7.728885
07/02/1997,16.400631,7.987507
10/02/1997,16.337803,7.778623
11/02/1997,16.526308,7.838306
12/02/1997,16.693874,7.947722
13/02/1997,16.90333,7.95767
14/02/1997,17.049957,7.788566
18/02/1997,17.029007,7.74878
19/02/1997,17.426989,7.758729
20/02/1997,17.133736,7.579684
21/02/1997,17.175631,7.559786
24/02/1997,17.531708,7.96762
25/02/1997,17.741167,7.917881
26/02/1997,17.301308,7.977561
27/02/1997,16.90333,7.649309
28/02/1997,16.777666,7.758729
03/03/1997,17.091845,7.917881
04/03/1997,17.049957,7.88804
05/03/1997,17.385086,8.027299
06/03/1997,17.217518,7.778623
07/03/1997,17.845901,7.699046
10/03/1997,18.369545,7.95767
11/03/1997,17.804007,7.828358
12/03/1997,17.406033,7.858199
13/03/1997,16.610086,7.92783
14/03/1997,16.819542,7.878092
17/03/1997,17.217518,7.997458
18/03/1997,16.672932,7.92783
19/03/1997,16.987116,7.699046
20/03/1997,17.049957,7.639365
21/03/1997,17.091845,7.480209
24/03/1997,17.322254,7.17185
25/03/1997,17.049957,7.18677
26/03/1997,16.735767,7.500103
27/03/1997,16.149281,7.460314
31/03/1997,15.730367,7.296188
01/04/1997,16.023609,7.420528
02/04/1997,15.580032,7.321059
03/04/1997,15.769773,7.569733
04/04/1997,15.833017,7.495132
07/04/1997,15.896264,7.629417
08/04/1997,16.338997,7.818411
09/04/1997,16.10709,7.798512
10/04/1997,15.875178,7.699046
11/04/1997,15.221623,7.559786
14/04/1997,15.263796,7.74878
15/04/1997,15.6222,7.728885
16/04/1997,15.116211,7.818411
17/04/1997,15.15838,7.808462
18/04/1997,14.757814,8.564439
21/04/1997,14.420486,8.564439
22/04/1997,14.778881,8.803173
23/04/1997,14.504817,9.161267
24/04/1997,14.399407,9.081692
25/04/1997,14.399407,9.041897
28/04/1997,14.799978,9.14137
29/04/1997,15.263796,9.469627
30/04/1997,15.53786,9.668567
01/05/1997,15.643279,9.628781
02/05/1997,16.086008,9.608885
05/05/1997,16.360088,9.564124
06/05/1997,16.570911,9.335339
07/05/1997,16.086008,9.191111
08/05/1997,16.170345,9.260737
09/05/1997,16.507668,9.290582
12/05/1997,16.697409,9.399999
13/05/1997,16.381165,9.370155
14/05/1997,16.591988,9.220948
15/05/1997,16.381165,9.320417
16/05/1997,15.790853,9.186133
19/05/1997,15.6222,9.161267
20/05/1997,16.275749,9.479574
21/05/1997,15.706526,9.579044
22/05/1997,15.959509,9.598937
23/05/1997,16.04384,9.777988
27/05/1997,15.727605,10.076399
28/05/1997,15.790853,10.016717
29/05/1997,15.664358,10.016717
30/05/1997,15.938428,9.867511
02/06/1997,15.938428,9.897347
03/06/1997,16.360088,9.608885
04/06/1997,16.296843,9.484548
05/06/1997,16.444412,9.593966
06/06/1997,16.92931,9.872487
09/06/1997,16.4655,9.957035
10/06/1997,16.844988,9.932166
11/06/1997,16.760649,10.10624
12/06/1997,16.992563,10.10624
13/06/1997,17.097971,10.315128
16/06/1997,17.203384,10.45439
17/06/1997,17.266636,10.6782
18/06/1997,17.372051,10.359894
19/06/1997,17.372051,10.290261
20/06/1997,17.308804,10.335022
23/06/1997,16.88715,10.19079
24/06/1997,16.950401,10.509096
25/06/1997,16.813364,10.379783
26/06/1997,16.581455,10.205711
27/06/1997,16.4655,10.146028
30/06/1997,16.370625,10.056501
01/07/1997,16.889616,9.942117
02/07/1997,17.398851,10.215657
03/07/1997,17.526163,10.310154
07/07/1997,17.483728,10.305182
08/07/1997,17.483728,10.444441
09/07/1997,17.292763,10.404654
10/07/1997,17.207891,10.335022
11/07/1997,17.324591,10.325077
14/07/1997,17.313972,10.817458
15/07/1997,17.409462,11.018885
16/07/1997,17.44129,11.81216
17/07/1997,17.526163,11.896715
18/07/1997,17.313972,11.180527
21/07/1997,17.313972,10.817458
22/07/1997,17.908092,11.468994
23/07/1997,17.99296,11.255131
24/07/1997,18.183922,10.98158
25/07/1997,18.003574,11.021372
28/07/1997,18.035393,10.902007
29/07/1997,18.480982,11.135757
30/07/1997,19.09631,11.230264
31/07/1997,19.276661,11.250154
01/08/1997,19.064476,11.190471
04/08/1997,18.841696,11.265079
05/08/1997,18.597683,11.404333
06/08/1997,18.990215,11.414285
07/08/1997,18.502193,11.45407
08/08/1997,18.236967,11.140737
11/08/1997,18.459763,11.001475
12/08/1997,18.502193,10.822429
13/08/1997,18.884127,10.827406
14/08/1997,18.894739,10.842328
15/08/1997,18.650719,10.573753
18/08/1997,18.67194,10.653325
19/08/1997,18.926565,11.046238
20/08/1997,19.435801,11.185502
21/08/1997,19.372141,10.97164
22/08/1997,19.350922,10.921902
25/08/1997,19.297878,10.862217
26/08/1997,19.138742,10.742854
27/08/1997,19.287271,10.708038
28/08/1997,19.053865,10.509096
29/08/1997,18.87352,10.519043
02/09/1997,19.308491,10.916929
03/09/1997,19.38275,10.867191
04/09/1997,19.457014,10.996506
05/09/1997,19.435801,10.926875
08/09/1997,19.64797,11.086023
09/09/1997,19.62676,11.100949
10/09/1997,19.191782,10.752803
11/09/1997,18.905346,10.887086
12/09/1997,19.181173,10.97661
15/09/1997,19.09631,10.399679
16/09/1997,19.616146,10.852271
17/09/1997,19.966249,10.598624
18/09/1997,19.966249,10.524018
19/09/1997,19.955641,10.757773
22/09/1997,20.072344,10.60857
23/09/1997,19.955641,10.78264
24/09/1997,20.082949,10.538941
25/09/1997,19.605543,10.563808
26/09/1997,19.923819,10.613543
29/09/1997,20.10416,10.703063
30/09/1997,20.029896,10.528989
01/10/1997,20.295126,10.653325
02/10/1997,20.550219,10.598624
03/10/1997,20.923481,10.737881
06/10/1997,21.318043,10.752803
07/10/1997,21.563332,10.867191
08/10/1997,21.446032,11.061158
09/10/1997,21.4247,11.056187
10/10/1997,20.763504,10.862217
13/10/1997,20.806171,10.882111
14/10/1997,21.019455,10.877136
15/10/1997,21.051445,10.802537
16/10/1997,21.126099,10.655817
17/10/1997,20.763504,10.524018
20/10/1997,20.742184,10.553859
21/10/1997,21.104782,11.021372
22/10/1997,21.232738,10.797565
23/10/1997,20.923481,10.792589
24/10/1997,21.094101,10.772696
27/10/1997,19.953011,10.255446
28/10/1997,20.443583,10.613543
29/10/1997,20.518225,10.414598
30/10/1997,19.750387,10.235553
31/10/1997,19.697069,10.344971
03/11/1997,20.251608,10.673221
04/11/1997,20.294283,10.683167
05/11/1997,20.422249,10.628466
06/11/1997,20.486242,10.509096
07/11/1997,20.038338,10.469309
10/11/1997,19.462454,10.359894
11/11/1997,19.17452,10.394706
12/11/1997,18.214725,10.280315
13/11/1997,18.300041,10.469309
14/11/1997,17.681511,10.60857
17/11/1997,18.577324,10.732908
18/11/1997,18.300041,10.663273
19/11/1997,19.003893,10.747829
20/11/1997,19.17452,10.892058
21/11/1997,19.334484,10.97164
24/11/1997,18.76927,10.78264
25/11/1997,18.673292,11.061158
26/11/1997,18.470675,11.265079
28/11/1997,18.555986,11.260104
01/12/1997,19.622421,11.444122
02/12/1997,19.451796,11.319785
03/12/1997,19.57976,11.513751
04/12/1997,19.921028,11.344654
05/12/1997,19.99567,11.389412
08/12/1997,20.027672,11.628142
09/12/1997,19.771721,11.483912
10/12/1997,19.153191,11.319785
11/12/1997,18.822599,11.066133
12/12/1997,18.95056,10.882111
15/12/1997,19.153191,10.83238
16/12/1997,18.91857,11.066133
17/12/1997,19.110535,10.792589
18/12/1997,18.619972,10.414598
19/12/1997,18.449345,10.240525
22/12/1997,18.225388,10.10624
23/12/1997,17.990782,9.812804
24/12/1997,17.809479,9.464651
26/12/1997,18.204065,9.608885
29/12/1997,18.545315,10.051535
30/12/1997,18.705282,10.364864
31/12/1997,18.68396,10.285289
02/01/1998,18.983402,10.434495
05/01/1998,19.294432,10.374809
06/01/1998,18.39353,10.434495
07/01/1998,18.597303,10.310154
08/01/1998,17.878723,10.384761
09/01/1998,17.481886,10.10624
12/01/1998,17.610592,10.305182
13/01/1998,17.782183,10.514067
14/01/1998,17.910889,10.434495
15/01/1998,17.717844,10.528989
16/01/1998,18.103949,10.76275
20/01/1998,18.39353,10.966661
21/01/1998,18.039597,10.902007
22/01/1998,17.889441,11.031322
23/01/1998,17.717844,11.001475
26/01/1998,17.524794,11.279995
27/01/1998,18.061045,11.553539
28/01/1998,18.189747,11.856929
29/01/1998,18.32917,11.797242
30/01/1998,18.39353,11.871849
02/02/1998,19.079931,12.324437
03/02/1998,19.605448,12.404012
04/02/1998,19.648359,12.478626
05/02/1998,19.659075,12.369207
06/02/1998,20.066635,12.583066
09/02/1998,20.763765,12.508464
10/02/1998,20.570705,12.672589
11/02/1998,20.559996,12.647721
12/02/1998,20.484909,12.6328
13/02/1998,20.281136,12.533327
17/02/1998,20.720867,12.284654
18/02/1998,20.903198,12.304546
19/02/1998,20.527815,12.324437
20/02/1998,20.559996,12.344334
23/02/1998,20.795944,12.990896
24/02/1998,20.549273,13.070473
25/02/1998,20.999727,13.518096
26/02/1998,21.235666,13.607615
27/02/1998,21.289295,13.488247
02/03/1998,21.235666,13.259463
03/03/1998,21.503796,13.448462
04/03/1998,21.010445,13.100312
05/03/1998,20.677961,12.74222
06/03/1998,20.87101,13.16994
09/03/1998,20.345484,12.667614
10/03/1998,20.860291,12.970999
11/03/1998,21.396555,12.841683
12/03/1998,21.493073,13.030683
13/03/1998,21.493073,13.110261
16/03/1998,22.018606,13.050575
17/03/1998,23.123281,12.791956
18/03/1998,23.70244,13.010791
19/03/1998,23.209095,13.050575
20/03/1998,23.101839,13.020734
23/03/1998,22.769358,13.348988
24/03/1998,23.026758,13.518096
25/03/1998,22.822983,14.134812
26/03/1998,23.026758,14.045285
27/03/1998,23.016039,13.975659
30/03/1998,22.951687,13.99555
31/03/1998,23.144728,14.244229
01/04/1998,23.337786,14.383485
02/04/1998,24.033464,14.532696
03/04/1998,24.173626,14.801264
06/04/1998,25.359659,14.313856
07/04/1998,24.777422,13.886132
08/04/1998,24.195183,14.154699
09/04/1998,24.43239,14.16465
13/04/1998,25.25185,14.104965
14/04/1998,24.626463,14.075123
15/04/1998,24.162844,14.542642
16/04/1998,23.332623,14.592375
17/04/1998,23.677652,14.662006
20/04/1998,23.235567,15.059887
21/04/1998,24.001108,15.099677
22/04/1998,24.173626,15.73629
23/04/1998,23.548254,15.039996
24/04/1998,23.127762,14.662006
27/04/1998,22.879757,14.373538
28/04/1998,23.052288,14.303916
29/04/1998,23.311047,14.403378
30/04/1998,23.904068,14.343699
01/05/1998,24.303009,14.264125
04/05/1998,23.990334,14.015443
05/05/1998,23.634514,13.965712
06/05/1998,23.300251,13.746871
07/05/1998,23.505125,13.26941
08/05/1998,23.61294,13.647404
11/05/1998,23.904068,13.408677
12/05/1998,24.238317,13.637457
13/05/1998,24.065798,13.836398
14/05/1998,24.033464,14.154699
15/05/1998,24.497093,14.234284
18/05/1998,24.54022,13.697142
19/05/1998,24.993076,13.766765
20/05/1998,24.87446,13.647404
21/05/1998,24.798992,13.746871
22/05/1998,24.917587,13.617564
26/05/1998,24.033464,13.309202
27/05/1998,23.472771,13.687193
28/05/1998,23.537468,13.736926
29/05/1998,23.451212,13.498199
01/06/1998,23.127762,13.329093
02/06/1998,23.623724,13.607615
03/06/1998,23.397297,13.418619
04/06/1998,23.720766,13.697142
05/06/1998,24.195183,13.726977
08/06/1998,24.723511,13.637457
09/06/1998,24.421614,13.856297
10/06/1998,24.497093,13.687193
11/06/1998,24.162844,13.577775
12/06/1998,23.957983,13.647404
15/06/1998,23.526688,13.67724
16/06/1998,23.375738,14.303916
17/06/1998,24.022684,14.492907
18/06/1998,23.957983,14.512803
19/06/1998,24.281437,15.069839
22/06/1998,23.914835,15.248883
23/06/1998,24.216761,16.034704
24/06/1998,25.230276,16.701162
25/06/1998,24.9715,16.164015
26/06/1998,25.273403,16.621588
29/06/1998,26.092846,17.099037
30/06/1998,26.049709,17.248243
01/07/1998,26.174515,17.407396
02/07/1998,26.152859,17.069201
06/07/1998,26.694553,17.158733
07/07/1998,26.001184,17.178619
08/07/1998,25.524494,17.486979
09/07/1998,25.524494,17.666023
10/07/1998,25.827827,18.014166
13/07/1998,25.784504,18.71047
14/07/1998,26.174515,18.54137
15/07/1998,26.066189,18.680624
16/07/1998,26.001184,18.680624
17/07/1998,25.979507,18.770149
20/07/1998,26.001184,18.620947
21/07/1998,24.7878,17.954489
22/07/1998,25.286142,18.581163
23/07/1998,25.351154,17.984333
24/07/1998,25.524494,18.113642
27/07/1998,25.567829,18.581163
28/07/1998,25.437824,17.864962
29/07/1998,25.156145,17.616293
30/07/1998,25.871164,18.053959
31/07/1998,26.217857,17.496918
03/08/1998,25.936174,17.258198
04/08/1998,24.137777,16.631527
05/08/1998,24.744448,16.601683
06/08/1998,24.7878,17.009512
07/08/1998,23.986097,16.850367
10/08/1998,23.747751,16.621588
11/08/1998,22.794371,16.462427
12/08/1998,22.946037,16.72105
13/08/1998,22.231016,16.541998
14/08/1998,22.317684,16.591742
17/08/1998,23.054384,17.079147
18/08/1998,23.986097,17.705812
19/08/1998,23.531073,17.59639
20/08/1998,22.664364,17.914709
21/08/1998,22.079336,17.606346
24/08/1998,22.209341,17.566557
25/08/1998,22.231016,17.954489
26/08/1998,22.274342,17.914709
27/08/1998,20.150923,17.387512
28/08/1998,19.587563,16.750896
31/08/1998,18.200829,15.268776
01/09/1998,19.024199,16.114279
02/09/1998,19.024199,16.004866
03/09/1998,17.074108,15.795974
04/09/1998,15.730715,15.378193
08/09/1998,16.337404,16.228676
09/09/1998,15.470704,16.273432
10/09/1998,14.820672,16.034704
11/09/1998,15.947397,16.591742
14/09/1998,16.034065,16.870264
15/09/1998,17.030769,17.238304
16/09/1998,17.312458,17.21841
17/09/1998,16.597422,16.701162
18/09/1998,16.445749,16.770788
21/09/1998,16.229067,17.168663
22/09/1998,15.990726,17.377562
23/09/1998,17.377462,18.083794
24/09/1998,16.077402,17.526764
25/09/1998,15.774048,17.994276
28/09/1998,15.449029,17.715757
29/09/1998,15.600708,17.964437
30/09/1998,14.950682,17.516813
01/10/1998,14.116479,16.561895
02/10/1998,15.302647,16.571844
05/10/1998,14.515656,16.10434
06/10/1998,14.362624,15.53734
07/10/1998,14.078439,14.980316
08/10/1998,14.165886,14.512803
09/10/1998,14.974735,15.417982
12/10/1998,15.062176,15.875545
13/10/1998,14.931013,15.348354
14/10/1998,14.581238,15.945178
15/10/1998,16.439413,16.780739
16/10/1998,17.171761,16.72105
19/10/1998,17.925964,16.382853
20/10/1998,18.559925,15.955122
21/10/1998,18.887844,16.93989
22/10/1998,19.609249,17.50687
23/10/1998,19.478088,16.929939
26/10/1998,19.062731,17.039356
27/10/1998,18.188297,16.780739
28/10/1998,18.319458,16.820524
29/10/1998,18.931566,16.96973
30/10/1998,19.87159,16.850367
02/11/1998,19.762283,16.840412
03/11/1998,19.674835,16.740953
04/11/1998,20.286943,16.790682
05/11/1998,21.117647,16.929939
06/11/1998,21.336258,17.397459
09/11/1998,20.39624,17.616293
10/11/1998,20.002745,17.835133
11/11/1998,19.806009,17.675978
12/11/1998,19.281334,17.30793
13/11/1998,20.002745,17.50687
16/11/1998,20.243219,17.317873
17/11/1998,21.42371,17.805288
18/11/1998,21.620453,17.467081
19/11/1998,21.511158,17.785387
20/11/1998,21.664179,18.083794
23/11/1998,22.735365,18.969095
24/11/1998,22.66979,19.366983
25/11/1998,22.953972,19.774811
27/11/1998,22.888393,20.38158
30/11/1998,22.188847,19.416714
01/12/1998,21.729761,20.610363
02/12/1998,22.035816,20.172686
03/12/1998,21.42371,19.436602
04/12/1998,22.429317,20.272171
07/12/1998,22.735365,21.256931
08/12/1998,22.604204,20.878935
09/12/1998,22.320011,21.266874
10/12/1998,21.948374,20.938618
11/12/1998,21.292543,21.326546
14/12/1998,20.571133,20.361683
15/12/1998,21.248833,20.988348
16/12/1998,22.210705,21.286762
17/12/1998,24.440516,21.386238
18/12/1998,24.309353,21.933323
21/12/1998,25.271229,22.351103
22/12/1998,25.096346,22.032793
23/12/1998,24.921461,22.848459
24/12/1998,24.746572,22.55999
28/12/1998,24.96517,22.659466
29/12/1998,25.183794,22.361053
30/12/1998,25.183794,22.122316
31/12/1998,24.834019,22.072588
04/01/1999,25.268194,22.440626
05/01/1999,25.465942,23.315969
06/01/1999,26.015255,24.071943
07/01/1999,27.091885,23.952587
08/01/1999,26.542582,23.853107
11/01/1999,26.806253,23.475117
12/01/1999,25.971302,22.629622
13/01/1999,25.180302,22.888245
14/01/1999,23.993792,22.55999
15/01/1999,24.916628,23.833216
19/01/1999,26.147068,24.768255
20/01/1999,27.113873,25.882322
21/01/1999,26.49864,25.195971
22/01/1999,25.268194,24.867712
25/01/1999,26.169056,25.762964
26/01/1999,26.10314,27.304756
27/01/1999,25.707634,26.837238
28/01/1999,25.883417,27.69269
29/01/1999,27.047943,27.851866
01/02/1999,27.004004,27.523584
02/02/1999,27.004004,26.678083
03/02/1999,27.904873,26.548777
04/02/1999,27.399515,25.315323
05/02/1999,26.872175,25.464535
08/02/1999,25.707634,26.300097
09/02/1999,25.312138,25.474491
10/02/1999,25.685659,25.564016
11/02/1999,26.7623,25.902218
12/02/1999,26.03722,25.106445
16/02/1999,27.311611,24.867712
17/02/1999,27.157804,23.873009
18/02/1999,26.806253,23.196606
19/02/1999,26.740326,23.514915
22/02/1999,28.476149,23.684015
23/02/1999,28.783758,24.738415
24/02/1999,27.707113,24.330578
25/02/1999,27.948818,24.430033
26/02/1999,27.992744,23.892897
01/03/1999,28.388269,24.151527
02/03/1999,28.234461,23.644222
03/03/1999,28.366289,23.813332
04/03/1999,29.311096,24.231106
05/03/1999,30.541546,24.658838
08/03/1999,30.16802,25.305391
09/03/1999,30.915071,25.753012
10/03/1999,31.266638,25.683367
11/03/1999,31.002964,25.693336
12/03/1999,30.937057,25.494387
15/03/1999,30.673374,26.399563
16/03/1999,29.816473,26.906862
17/03/1999,28.959547,26.598507
18/03/1999,29.486877,27.444014
19/03/1999,29.003489,27.245077
22/03/1999,28.783758,27.503702
23/03/1999,27.970785,26.508987
24/03/1999,27.904873,27.25502
25/03/1999,28.651918,28.637663
26/03/1999,28.300377,28.349197
29/03/1999,28.915596,29.403582
30/03/1999,28.805727,29.602528
31/03/1999,28.607979,28.52825
01/04/1999,28.046183,29.503059
05/04/1999,27.825346,30.219252
06/04/1999,28.002007,29.940731
07/04/1999,29.812872,29.702
08/04/1999,31.04954,30.099888
09/04/1999,30.232456,30.000414
12/04/1999,30.696207,29.602528
13/04/1999,30.872869,28.687399
14/04/1999,30.519539,27.334599
15/04/1999,30.232456,28.289511
16/04/1999,30.409115,27.573322
19/04/1999,30.033686,25.782845
20/04/1999,29.327024,26.459253
21/04/1999,29.481617,26.101151
22/04/1999,30.298702,27.036192
23/04/1999,30.077877,27.374386
26/04/1999,29.194523,28.010996
27/04/1999,30.232456,26.73777
28/04/1999,29.547869,26.140945
29/04/1999,29.636187,26.121046
30/04/1999,29.150366,25.882322
03/05/1999,29.238693,25.42477
04/05/1999,29.062017,24.847809
05/05/1999,28.333263,25.186024
06/05/1999,27.405756,24.808023
07/05/1999,27.692839,25.166132
10/05/1999,27.913662,25.365072
11/05/1999,28.267015,25.42477
12/05/1999,29.08412,25.623686
13/05/1999,29.680359,25.186024
14/05/1999,27.935757,24.469835
17/05/1999,27.781168,25.186024
18/05/1999,27.825346,25.04677
19/05/1999,28.333263,25.245707
20/05/1999,28.333263,24.967188
21/05/1999,27.891594,24.688667
24/05/1999,26.809498,24.589197
25/05/1999,26.080723,24.270891
26/05/1999,26.632824,24.987083
27/05/1999,25.705315,24.947298
28/05/1999,25.572805,25.683367
01/06/1999,25.484484,24.987083
02/06/1999,25.109074,24.967188
03/06/1999,25.307816,24.310684
04/06/1999,26.257393,25.325285
07/06/1999,27.118652,25.544113
08/06/1999,26.456139,25.2656
09/06/1999,26.080723,26.200624
10/06/1999,25.837811,25.42477
11/06/1999,25.881987,24.867712
14/06/1999,26.058655,24.688667
15/06/1999,26.544481,24.728456
16/06/1999,28.399508,25.782845
17/06/1999,28.068264,26.379679
18/06/1999,28.311188,27.056074
21/06/1999,29.503677,28.309399
22/06/1999,28.885353,27.533529
23/06/1999,28.355356,27.374386
24/06/1999,28.267015,26.936707
25/06/1999,28.686602,27.036192
28/06/1999,29.194523,27.613115
29/06/1999,29.194523,28.010996
30/06/1999,30.563704,28.707298
01/07/1999,30.509573,29.025606
02/07/1999,30.198914,29.284237
06/07/1999,30.553944,28.508356
07/07/1999,30.043604,29.383688
08/07/1999,30.35424,29.463274
09/07/1999,30.243313,29.682112
12/07/1999,29.866095,29.980526
13/07/1999,29.400141,29.80147
14/07/1999,29.022926,30.219252
15/07/1999,29.156052,30.040199
16/07/1999,29.045099,31.651634
19/07/1999,29.156052,31.313433
20/07/1999,28.712265,29.702
21/07/1999,28.867592,30.139679
22/07/1999,29.577637,28.985813
23/07/1999,28.956345,28.727186
26/07/1999,29.422312,27.891624
27/07/1999,29.73296,28.269625
28/07/1999,29.444517,28.647614
29/07/1999,28.490385,27.672796
30/07/1999,27.358757,27.314695
02/08/1999,27.780355,26.996399
03/08/1999,27.980043,26.976494
04/08/1999,27.846914,27.036192
05/08/1999,27.913481,27.294807
06/08/1999,26.892797,27.095875
09/08/1999,26.848419,26.678083
10/08/1999,26.382444,26.399563
11/08/1999,27.314381,26.797453
12/08/1999,26.870613,26.021582
